product_description,product_image,product_price,product_title
" Zeb-Duke is a wireless headphone with a mic that is an up on style with comfortable ear cushions, adjustable headband, and RGB lights. Inline Remote : Yes  
 Speaker Impedance 32ΩFrequency Response 20Hz - 20kHz.Bluetooth works in range of 10 m only without obstacles  
 Charging time 2hrsPlayback time 60 hrs*Talk time 60 hrs*  
 Wireless BTVoice assistant supportAUX Function  
 Adjustable HeadbandMedia/Volume controlCall FunctionBuilt-in Rechargeable Battery  
 There is a voice assistant feature, a multifunction button that controls media and volume along with an AUX input as well  
 Listen to your favorite tracks all day long as the headphone comes with 60 hours of playback time  ",https://m.media-amazon.com/images/I/41aVpy-lNlL._SY300_SX300_.jpg,"₹1,299",Zebronics Duke 60hrs Playback Bluetooth Wireless Over Ear Headphone with Mic (Green)
" [Enhanced Sound Experience]: The buds comes with 12.4mm driver unit, which delivers crisp clear and enhanced bass quality sound experience  
 [Sound Master Equalizers]: For the OnePlus Nord Buds 2r, you get to choose how heavy or light you want your sound with the help of sound master equalizer s 3 unique audio profiles -Bold, Bass & Balanced  
 [Battery Life]:The flagship-level battery life for the all-new OnePlus Nord Buds 2r delivers up to 38 hrs of non-stop music on a single charge.; [IP55 rating]: IP55 Water & Sweat Resistance  
 [Gaming Mode]: It allows users to access a plethora of features while playing supported games on a OnePlus handset. They can be accessed at any time while playing games and give players the option to toggle different features and settings  
 Battery Average Life: 38.0 Hours; Model: E510a  ",https://m.media-amazon.com/images/I/31hXqtvutdL._SY300_SX300_.jpg,"₹1,999","OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]"
" Playback- Enjoy an extended break on weekends with your favourite episodes on stream, virtue of a playback time of up to 42 hours including the 6 hours nonstop playtime for earbuds.  
 Low Latency- Our BEAST mode makes Airdopes 141 a partner in entertainment with real-time audio and low latency experience. These tws earbuds are your companion for a perfect gaming experience.  
 Clear Voice Calls- It dons built-in mic on each earbud along with our ENx Environmental Noise Cancellation tech that ensures a smooth delivery of your voice via voice calls  
 boAt Signature Sound- Delve into your cherished boAt Immersive auditory time with Airdopes 141  
 ASAP Charge- The tws earbuds are equipped with our ASAP Charge feature that offers up to 75 min of playtime in just 5 min of charge; while the carry case comes along with the Type C interface  
 Instant Connect- Connect to your morning playlists without any hiccup via the Insta Wake N’ Pair technology that powers on the earbuds as soon as you open the case cover  
 IP Rating- The tws earbuds body comes protected with IPX4 rating for water and sweat resistance  ",https://m.media-amazon.com/images/I/41nzykE3sIL._SY300_SX300_.jpg,"₹1,299","boAt Airdopes 141 Bluetooth TWS Earbuds with 42H Playtime,Low Latency Mode for Gaming, ENx Tech, IWP, IPX4 Water Resistance, Smooth Touch Controls(Bold Black)"
" With up to 50-hour battery life and quick charging, you ll have enough power for multi-day road trips and long festival weekends.;Great sound quality customizable to your music preference with EQ Custom on the Sony | Headphones Connect App.  
 Boost the quality of compressed music files and enjoy streaming music with high quality sound through DSEE.;Designed to be lightweight and comfortable for all-day use.  
 Crystal clear hands-free calling with built-in mic.  
 Multipoint connection allows you to quickly switch between two devices at once.; Find your headphones easily with Fast Pair  
 Model: Whch520/B  ",https://m.media-amazon.com/images/I/318RvHnDwHL._SX300_SY300_QL70_FMwebp_.jpg,"₹4,490","Sony WH-CH520, Wireless On-Ear Bluetooth Headphones with Mic, Upto 50 Hours Playtime, DSEE Upscale, Multipoint Connectivity/Dual Pairing,Voice Assistant App Support for Mobile Phones (Black)"
" Comfortable Design: Beat the workday blues with music on Zeb-Thunder wireless headphone that comes in an ergonomic design a perfect fit and design for long hours use. Microphone sensitivity -40dB ±1dB  
 Soft & comfortable earcups: Listen to music, podcasts and more for long hours with soft ear cups making it super comfortable for daily wear  
 Adjustable headband: Adust your headband to your comfortable best while you work or listen to music  
 60hrs Playback Time: Fall in love with the audio experience with 9 hours of playback time to keep you going. Sensitivity : -113dB ±3dB  
 Superior Sound Quality: Magnify every speck of sound with superior sound quality on Zeb-Thunder wireless headphone  
 Call Function: Enjoy online conference, online classes, calls hands-free with a built in mic on the headphone  
 Multi Connectivity Options: Be spoilt for choice with multi-connectivity options like like BT, 3.5mm AUX input, FM and MicroSD card  ",https://m.media-amazon.com/images/I/411mKMqXIaL._SX300_SY300_QL70_ML2_.jpg,₹799,"ZEBRONICS Thunder Bluetooth 5.3 Over Ear Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice Assistant, Comfortable Earcups, Call Function(Teal Green)"
" Sony’s lightest Wireless Noise-cancelling headband ever  
 Up to 50-hour battery life with quick charging (3 min charge for up to 1 hour of playback)  
 Multi-Point Connection helps to pair with two Bluetooth devices at the same time  
 Take noise cancelling to the next level with Sony’s Integrated Processor V1,so you can fully immerse yourself in the music  
 Super comfortable and lightweight design ( 192 Grams )  
 Adjustable Ambient Sound mode and Adaptive Sound control features tailors sound to suit the environment around you  
 High sound quality and well-balanced sound tuning  
 Crystal clear hands-free calling and voice assistant with Precise Voice Pickup technology  ",https://m.media-amazon.com/images/I/31QRFxphBAL._SY300_SX300_.jpg,"₹9,990","Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 35 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (Blue)"
" Zeb-Duke is a wireless headphone with a mic that is an up on style with comfortable ear cushions, adjustable headband, and RGB lights.  
 Speaker Impedance 32ΩFrequency Response 20Hz - 20kHz.Bluetooth works in range of 10 m only without obstacles  
 Charging time 2hrsPlayback time 60 hrs*Talk time 60 hrs*  
 Wireless BTVoice assistant supportAUX Function  
 Adjustable HeadbandMedia/Volume controlCall FunctionBuilt-in Rechargeable Battery  ",https://m.media-amazon.com/images/I/41Nnzcs+6AL._SY300_SX300_.jpg,"₹1,399","Zebronics Duke Wireless Headphone with Up to 60h Backup, Supports Bluetooth, Dual Pairing, Gaming Mode, Environmental Noise Cancellation (ENC), LED Lights, Deep Bass, Voice Assistant Support (Beige)"
" Its 40mm dynamic drivers help pump out immersive HD audio all day long  
 It provides a massive battery backup of upto 15 hours for a superior playback time.  
 It has been ergonomically designed and structured as an on-ear headphone to provide the best user experience with its comfortable padded earcushions and lightweight design  
 You can control your music without hiccups using the easy access controls, communicate seamlessly using the built-in mic, access voice assistant and always stay in the zone  
 Tap into instant wireless connectivity with optimum Bluetooth V4.2 connectivity  
 One can connect to boAt Rockerz 450 via not one but two modes, Bluetooth as well as AUX  ",https://m.media-amazon.com/images/I/41uIt95kvLL._SY300_SX300_.jpg,"₹1,499","boAt Rockerz 450R On-Ear Headphones with 15 Hours Battery, 40mm Drivers, Padded Ear Cushions, Easy Access Controls and Voice Assistant(Aqua Blue)"
" A quick 10-minute charge delivers up to 20 hours of immersive audio playback. Frequency Response Range 20Hz - 20,000KHz. Bluetooth Connection range Up to 10 meters; The flagship-level battery life delivers up to 30 hours of non-stop music on a single charge. Codec: Supports AAC and SBC  
 A large 12.4 mm bass driver delivers uncompromisingly deep bass for powerful beats. Experience incredibly rich audio detail at every frequency with the titanium coating dome  
 Anti-distortion audio technology ensures your audio playtime stays silky-smooth. Thanks to the larger sound cavity and industry-leading algorithms, notes remain distortion-free  
 Water and sweat-resistant, the IP55-rated internals and design ensure your OnePlus Bullets Wireless Z2 stay all-weather ready.  
 Battery Average Life: 30.0Hours; Model: E305a; Frequency Range: 20hz - 20khz; Control Type: Call Control  ",https://m.media-amazon.com/images/I/31WbpDd9rUL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,499","OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Acoustic Red)"
" Wireless bluetooth v5.0 headphone with built in microphone for call function.  
 Foldable design with light weight structure, for easy portability.  
 30H* approx. battery backup with the in built battery and Type C charging feature.  
 40mm drivers for full range audio, giving deep bass and sharp treble to fulfill your inner audiophile.  
 With the Voice assistant support on Android and IOS devices, get your work done quickly and easily.  
 Compatible with smartphones, tablets, laptops etc.  
 Adjustable headband and soft ear cushions for extreme comfort.  
 AUX cable provided along the package contents, to listen to music / watch movies.  ",https://m.media-amazon.com/images/I/31PR2A2ggYL._SY300_SX300_.jpg,₹699,"ZEBRONICS Zeb-Bang Pro Bluetooth Wireless On Ear Headphones with Mic V5.0, 30H Backup, Foldable, Call Function, Voice Assistant, Built-in Rechargeable Battery, Type C, 40Mm Driver and Aux (Black)"
" Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a wide quality range of Audio Products;Super Hi-Fi performance at all volume levels: It is made possible as BH31 uses high quality 40mm Large Aperture Driver. Discover sound that you can lose yourself in  
 Over-the Ear design: One of the only over-the-Ear headphones from a global renowned brand in this price. over-the-ear as a form factor covers your entire ears not to let you miss any sound beats vs on-the Ear headphones;Extremely comfortable ergonomically designed: This wireless headphone is super comfortable to wear for long hours!  
 Adjustable: Designed with adjuster and sliders to fit every head perfectly. The adjusters are made of high-level metal for reliability during adjustments  
 Built-in Mic and controls: Better design gives you more control. Take charge of your music and calls with the easy to use multi-function buttons; All device compatible: Connect effortlessly with Phones, PC or even tablets. Connect via bluetooth or the 3.5mm jack and enjoy music, movies & matches  
 Control Type: Call Control; Model: Bh31 Bk  ",https://m.media-amazon.com/images/I/31JmlQhdQaL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,399",Blaupunkt BH31 Bluetooth Wireless Over Ear Headphones I 40MM Drivers I HD Sound I Soft PU Headband I Media & Volume Control with Built in Mic I TurboVolt Fast Charging I AUX Port (Black)
" Active Noise Cancellation- Say adios to the chaos with Active Noise Cancellation feature and elevate the vibe to a whole new level of pleasure with Nirvanaa 751ANC, delivering up to 33dB Hybrid ANC.;Battery Time- Stay connected to your playlist for mammoth durations, every day with up to 54 hours of playtime in ANC mode and up to 65 hours in normal playback mode.  
 ASAP Charge- This headphone comes equipped with our ASAP Charge technology that helps it garner 10 hours of playtime in just 10 min of charge.;Driver Size- Exhilarate your senses with crystal clear sound reproduction via 40mm drivers, delivering you the boAt immersive experience.  
 Ambient Mode- It comes equipped with Ambient Sound Mode that lets the listener stay aware of the sounds in the ambience even while the playback is on. Frequency Range 20Hz -20kHz;Ergonomic Design- Max out each session with raw bliss that is offered by its ergonomically crafted over-ear design and adaptive, luxurious earcups.  
 Integrated Controls- Its easy to access controls helps you in controlling playback, wake up default voice assistant and attend calls with ease.;Dual Mode- Its impeccable construction helps you connect your device via dual modes, Bluetooth as well as wired connectivity.; Carry Pouch- You can carry the headphones easily for it comes accompanied with a carry pouch.;1 year warranty from the date of purchase.  
 Frequency Range: 20hz - 20khz; Model: Nirvanaa 751 Anc  ",https://m.media-amazon.com/images/I/31dXEvtxidL._SX300_SY300_QL70_FMwebp_.jpg,"₹4,499","boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)"
" Long Playtime: Watch your comfort movies and web series on repeat with the boAt Rockerz 245V2 Pro Neckband Earphones. Lending up to 30 hours of performance, these earphones are the perfect audio accessory for heightened relaxation.  
 boAt Signature Sound: Engage yourself in rich bass and high treble while grooving to the latest tracks in your car or at the gym or cafe. Powerful 10 mm drivers pump out balanced boAt Signature Sound, making these earphones a delight for music lovers.  
 Dual Device Pairing: Pair these earphones with two devices for convenient multi-tasking. Now switch easily between attending virtual meetings on your laptop and working to the beats of your playlist.  
 BEAST Mode: Experience fast-paced gaming like never before when you combat your opponents in style. Sporting a low latency of up to 60 ms, BEAST mode offers lag-free gaming sessions for a realistic feel.  
 ENx Technology: Answer calls regardless of your location with the ENx tech-enabled mics of these earphones. Whether you are stuck in traffic or walking on busy streets, you can listen and talk with superior clarity, devoid of background sounds.  
 Bluetooth Compatibility: The Bluetooth v5.2 connectivity of these earphones keeps you plugged into the sound non-stop for up to 10 m. Enjoy long phone calls with your friends and family even when you’re on the move.  
 ASAP Charge: Don’t let low battery play spoilsport to your entertainment. Featuring ASAP Charging, these earphones can boost the playtime by about 10 hours with just 10 minutes of charging.  ",https://m.media-amazon.com/images/I/41LFgylW-WL._SY300_SX300_.jpg,"₹1,099","boAt Rockerz 245 V2 Pro Wireless in Ear Neckband with Up to 30 Hrs Playtime, Enxᵀᴹ Tech, Asapᵀᴹ Charge, Beastᵀᴹ Mode, Dual Pairing, Magnetic Buds,USB Type-C Interface&Ipx5(Teal Green)"
" Comfortable Design: Beat the workday blues with music on Zeb-Thunder wireless headphone that comes in an ergonomic design a perfect fit and design for long hours use. Microphone sensitivity -40dB ±1dB. Microphone impedance 1.2k ?  
 Soft & comfortable earcups: Listen to music, podcasts and more for long hours with soft ear cups making it super comfortable for daily wear  
 Adjustable headband: Adust your headband to your comfortable best while you work or listen to music; 60hrs Playback Time: Fall in love with the audio experience with 9 hours of playback time to keep you going. Sensitivity : -113dB ±3dB  
 Superior Sound Quality: Magnify every speck of sound with superior sound quality on Zeb-Thunder wireless headphone  
 Frequency Range: 0.04khz - 20khz  ",https://m.media-amazon.com/images/I/414HurxZDKL._SY300_SX300_.jpg,₹699,"ZEBRONICS THUNDER Bluetooth 5.3 Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice assistant, Comfortable Earcups, Call Function(Black)"
" Digital noise cancelling: Industry leading Active Noise Cancellation (ANC) lends a personalized, virtually soundproof experience at any situation;Voice assistant: Alexa, Google Assistant & Siri enabled (In-built) for voice access to music, information and more. Activate with a simple touch  
 Speak-to-chat: Headphones use an array of smart technologies to create a seamless, hands-free listening experience. For eg, simply start speaking to automatically pause your music in Speak-to-Chat;Wearing Detection: Proximity sensor and two acceleration sensors in your headphones can detect whether you're wearing them or not, then adapt playback accordingly to help save battery power  
 Quick attention mode: Cover the right ear cup with your palm to turn down music for instant, easy conversation;Smart listening: WH-1000XM4 adjusts the ambient sound to your activity to give you the best noise cancellation  
 Long battery life/Quick Charge: A single charge provides up to 30 hrs of playtime for reliable all day listening and Quick charge for 10min charge for 5 hours play back;Multipoint connection : It can be paired with two Bluetooth devices at the same time.So when a call comes in, your headphones know which device is ringing and connect to the right one automatically.; Touch controls: Change the track, turn the volume up or down and take or make calls by tapping or swiping the panel with your fingertip  
 Warranty Description: 1 Year Warranty Provided By The Manufacturer From Date Of Purchase  ",https://m.media-amazon.com/images/I/21Vf6jjGhzL._SX300_SY300_.jpg,"₹22,990","Sony WH-1000XM4 Industry Leading Wireless Noise Cancellation Bluetooth Over Ear Headphones with Mic for Phone Calls, 30 Hours Battery Life, Quick Charge, AUX, Touch Control and Voice Control - Black"
" Playback- Leave all charging worries at bay as the Rockerz 255 Pro+ comes with a humongous battery back up of 60 Hours;ASAP Charge- With a few minutes of ASAP Charge you can get upto 10 hours of audio time by charging them for only 10 mins  
 Drivers- The unbeatable boAt signature sound shines through no matter what are you playing courtesy its 10mm drivers;IP Rating- Rockerz 255 Pro+ are perfect for the outdoors and daily workout as they are IPX7 rated  
 Controls- Its multi-function Integrated controls lends an intuitive listening experience with volume increase and Decrease and Stop and Play buttons;Dual Pairing- This neckband features dual pairing so that you can connect 2 devices at once. Live a wireless life with advanced BT 5.2 technology  
 Magnetic Earbuds- Live tangle- free life with its magnetic earbuds. Note: They do not support play/pause function; Voice Assistant- Check weather, news, and latest cricket scores with a single press VA on Google and SIRI with its single press voice assistant  
 Control Type: Voice Control; Frequency Range: 20hz - 20khz  ",https://m.media-amazon.com/images/I/416isonjX7L._SY300_SX300_.jpg,"₹1,299","boAt Rockerz 255 Pro+ Bluetooth in Ear Neckband with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Teal Green)"
" HYBRID ACTIVE NOISE CANCELLING: Thanks to the combination of 2 internal and 2 external microphones, the headphones detect external noise, such as aircraft and car noise, and reduce them extremely effectively by up to 90%.;HIGH PRECISION SOUND PROFILE: Noise cancelling headphones feature dynamic 40mm drivers that produce detailed sound and rich beats with BassUp technology. They are also compatible with Hi-Res certified audio via AUX cable to provide more details.  
 40 HOURS OF PLAYTIME AND FAST CHARGING: With 40 hours of battery life in ANC mode and 60 hours in normal mode, you can commute undisturbed without worrying about charging. Thanks to the quick charge function, the Q20i only takes 5 minutes of charging time to give you another 4 hours of playtime.  
 Dual connection: connect to two devices simultaneously via BT 5.0 and switch back and forth effortlessly between them. Audio output is automatically from the device you need, whether you're working on a laptop or want to answer a call.; App for adjusting the equaliser: download the soundcore app to refine the sound with the adjustable EQ and 22 preset options. You can switch between the three modes ANC, Normal and Transparency, and relax with white noise.  
 ENVIRONMENT SOUND: If you want to consciously perceive your surroundings, such as when you are announcing in public traffic, crossing the road, or simply staying connected to the world around you, simply switch to the transparency mode of your noise cancelling headphones.  
 Model: A3004  ",https://m.media-amazon.com/images/I/41jcCpExIzL._SY300_SX300_.jpg,"₹4,799","soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, Personalization via App (Black)"
" Colors: It comes in 3 different aesthetic colors -Beige, Olive green, and blue, this headphone is the perfect choice to match the aesthetics of your outfit;Dynamic bass: These headphones allow you to fully enjoy exceptional audio, thanks to the deep bass produced by the dual 40mm powerful speakers  
 Comfortability: For the greatest comfort, these ergonomically designed headphones have soft ear cushions and an adjustable headband;Dual Pairing: The dual-pairing feature of the headphones enables simultaneous connectivity and easy device switching for a relaxing listening experience.  
 Voice assistant: You can easily use this modern BT headphone's support for the Voice Assistant feature with the aid of the headphone's wireless microphone;Longer Playtime: You can continue dancing to your favorite tunes for up to 60* hours with this headphone, which charges its rechargeable battery via type-C charging  
 Calling function: Enjoy non-stop chit-chatting with your friends seamlessly as these headphones are curated with the Environmental Noise Cancellation;Controls: With just a button press, you can answer calls by using the media/volume control; Gaming mode: Focus on your game with the ZEB-Thunder Pro headphones as it is curated with ENC features and offers a low latency gaming experience  
 Model: Zeb-Thunder Pro (Olive Green)  ",https://m.media-amazon.com/images/I/41-tpe8OFJL._SY300_SX300_.jpg,₹999,"ZEBRONICS Thunder PRO Wireless Headphone with Dual Pairing, Gaming Mode, ENC, Bluetooth, Call Function, Aux, Micro SD, Voice Assistant, Deep Bass, Up to 60h Backup (Olive Green)"
" Immerse yourself in true sound with HP 500 ultra-portable wireless headphones, equipped with in-built high-sensitivity mic for clear communication even in noisy surroundings  
 Forget about running out of power with easy and quick USB C charging and a long battery backup of up. to 20 hours  
 Be free to move and work lag-free with Bluetooth 5.0 connectivity – get 2x the speed and 4x the range.  
 Designed for prolonged use - enjoy 1-year manufacturer warranty on the device from the date of purchase.  ",https://m.media-amazon.com/images/I/316Wztr9-aL._SY300_SX300_.jpg,"₹1,799","HP 500 Bluetooth Wireless Over Ear Headphones with Bluetooth 5.0,2X Speed, 4X Connectivity, with Mic,Water-Resistant Design and Up to 20 Hours Battery Life. 1-Year Warranty (2J875Aa)"
 CHARGE YOUR EARBUDS BEFORE USE - Please charge your earbuds before using for first time. Your headset is shipped in power saver mode. The headset is only 10% charged. Failure to do so may cause connectivity issues.  ,https://m.media-amazon.com/images/I/31XKaSyc+IL._SY300_SX300_.jpg,"₹2,199","OnePlus Bullets Wireless Z2 ANC Bluetooth in Ear Earphones with Mic, 45dB Hybrid ANC, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 28 Hrs Battery (Green)"
" TruTalk AI-ENC (environmental noise cancellation) TWS wireless headphone ensures your voice is heard loud & clear on calls | Dynamic 13mm drivers ensure high-fidelity stereo sound with deep bass  
 Earbuds with Built-in HD Microphones for stereo calls | 32 Hours Combined playtime with the case | Type-C fast charging | Compact & slim charging case has round edges which are good for grip & storage  
 Dedicated Low-latency Music mode for Enhanced Listening experience | Bluetooth 5.3 Wireless Earphones with fast & stable connection, quick pairing & wide compatibility with smartphones & tabs  
 Lightweight & snug-fit pTron earbuds with precise touch-sensitive sensors (just 4gms each) | Stereo/mono bud capability | In-ear vacuum design for passive noise cancellation | Voice Assist. support  
 Integrated music & call controls | IPX5 water/sweat resistant | Extra Silicone Eartips for every ear-canal size | 1-year manufacturer warranty from the date of purchase on manufacturing defects  ",https://m.media-amazon.com/images/I/31EU6G7ziyL._SX300_SY300_QL70_ML2_.jpg,₹699,"pTron Bassbuds NX TWS Earbuds with HD Mic, TruTalk AI-ENC Calls, 32H Playtime, 13mm Drivers, Bluetooth 5.3 Wireless Headphones, Voice Assistant, Type-C Fast Charging & IPX5 Water Resistant (Blue)"
" Playback- Leave all charging worries at bay as the Rockerz 255 Pro+ comes with a humongous battery back up of 60 Hours  
 ASAP Charge- With a few minutes of ASAP Charge you can get upto 10 hours of audio time by charging them for only 10 mins  
 Drivers- The unbeatable boAt signature sound shines through no matter what are you playing courtesy its 10mm drivers  
 IP Rating- Rockerz 255 Pro+ are perfect for the outdoors and daily workout as they are IPX7 rated  
 Controls- Its multi-function Integrated controls lends an intuitive listening experience with volume increase and Decrease and Stop and Play buttons  ",https://m.media-amazon.com/images/I/41B92fF+-LL._SY300_SX300_.jpg,"₹1,199","boAt Rockerz 255 Pro+ Bluetooth Wireless in Ear Earphones with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.2(Moon White)"
" Ergonomic Magnetic Earbuds; Secure-fit; Sweat & Dust-proof; Passive Noise Cancellation; Universal Bluetooth Earphones; 120mAh Li-Polymer Battery; USB Charging Cable included  
 In-Ear Wireless Bluetooth Neckband with up to 10 Hours Playback-time & Mic.Foldable/Collapsible :Yes  
 In-line Remote Control Allow Calls & Music Control for a Hands-free Experience  
 Super Flexible Band; Stereo Audio with Bass; Bluetooth 5.0; 10m Wireless Range; Fast Charging; 1.5 Hour Charge Time; 100 Hours Standby-time  
 Google Assistant/Siri Voice Assistance Support  
 1 year manufacturer warranty from the date of purchase  
 10mm Dynamic Driver Ensures Exquisite Sound Details with Bass  ",https://m.media-amazon.com/images/I/41KBaLUTYHL._SY300_SX300_.jpg,₹599,"pTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Deep Bass, 10mm Drivers, Clear Calls, Dual Pairing, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black"
" Great wireless sound with deep dynamic bass and codec support including AAC and AptX Low Latency  
 30-hour battery life  
 App support providing an equalizer, Podcast Mode and Firmware updates  
 Crafted from materials and with for outstanding durability with minimalist design available in a choice of white or black  
 Intuitive controls including Virtual Assistant button for Siri and Google Assistant  
 USB-C fast charging and advanced wireless Bluetooth 5.0 technology for effortlessly reliable connectivity  
 Country of Origin: China  ",https://m.media-amazon.com/images/I/31vGFvtgD0L._SY300_SX300_.jpg,"₹5,990","Sennheiser HD 350BT Wireless Bluetooth Over The Ear Headphone with Mic for Music & Calls, Desgined in Germany, 30h Battery, 2 Yr Warranty (Black)"
" 30dB Active Noise Cancellation (ANC) with 360° Spatial Audio Effect  
 Upto 40 Hours Battery Life | Fast charging support of 10 min charging for 25 hours playback  
 Dual device Connection | Google Fast Pairing | Bluetooth 5.3  
 45ms ultra-low latency for smooth gaming experience  
 IP55 Dust and Water Resistance  ",https://m.media-amazon.com/images/I/31JtTXneedL._SY300_SX300_.jpg,"₹1,599","realme Buds Wireless 3 in-Ear Bluetooth Headphones,30dB ANC, Spatial Audio,13.6mm Dynamic Bass Driver,Upto 40 Hours Playback, Fast Charging, 45ms Low Latency for Gaming,Dual Device Connection (Black)"
" A quick 10-minute charge delivers up to 20 hours of immersive audio playback; The flagship-level battery life delivers up to 30 hours of non-stop music on a single charge  
 A large 12.4 mm bass driver delivers uncompromisingly deep bass for powerful beats. Experience incredibly rich audio detail at every frequency with the titanium coating dome  
 Anti-distortion audio technology ensures your audio playtime stays silky-smooth. Thanks to the larger sound cavity and industry-leading algorithms, notes remain distortion-free  
 Water and sweat-resistant, the IP55-rated internals and design ensure your OnePlus Bullets Wireless Z2 stay all-weather ready  
 Battery Average Life: 30.0Hours; Model: E305a; Control Type: Call Control  ",https://m.media-amazon.com/images/I/31QiSnkMZFL._SX300_SY300_QL70_ML2_.jpg,"₹1,499","OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Beam Blue)"
" Wireless bluetooth v5.0 headphone with built in microphone for call function.  
 Foldable design with light weight structure, for easy portability.  
 30H* approx. battery backup with the in built battery and Type C charging feature.  
 40mm drivers for full range audio, giving deep bass and sharp treble to fulfill your inner audiophile.  
 With the Voice assistant support on Android and IOS devices, get your work done quickly and easily.  
 Compatible with smartphones, tablets, laptops etc.  
 Adjustable headband and soft ear cushions for extreme comfort.  
 AUX cable provided along the package contents, to listen to music / watch movies.  ",https://m.media-amazon.com/images/I/416+8VtyuIL._SY300_SX300_.jpg,₹549,"ZEBRONICS Zeb-Bang PRO Bluetooth v5.0 On Ear Headphone, 30H Backup, Foldable Design, Call Function, Voice Assistant Feature, Built-in Rechargeable Battery, Type C Charging, 40mm Driver and AUX. (Red)"
" JBL Pure Bass Sound The JBL Tune 520BT feature the renowned JBL Pure Bass sound, the same that powers the most famous venues all around the world; Wireless Bluetooth 5.3 technology Wirelessly stream high-quality sound from your smartphone without messy cords with the help of the latest Bluetooth technology.  
 Customize your listening experience Download the free JBL Headphones App to tailor the sound to your taste with the EQ. Voice prompts in your language guide you through the Tune 520BT features  
 Up to 57H battery life and speed charge (5mins = 3H) For long-lasting fun, listen wirelessly for up to 57 hours and recharge the battery in as little as 2 hours with the convenient Type-C USB cable. A quick 5-minute recharge gives you 3 additional hours of music  
 Hands-free calls with Voice Aware Easily control your sound and manage your calls from your headphones with the convenient buttons on the ear-cup. Hear your voice while talking, with the help of Voice Aware  
 Model: Jblt520btblk; Control Type: Voice Control  ",https://m.media-amazon.com/images/I/41j9J1vnovL._SX300_SY300_QL70_FMwebp_.jpg,"₹3,999","JBL Tune 520BT Wireless On Ear Headphones with Mic, Pure Bass Sound, Upto 57 Hrs Playtime, Speedcharge, Customizable Bass with Headphones App, Lightweight, Bluetooth 5.3 (Black)"
" With 40mm Drivers, Enjoy Immersive Music with Deep Bass  ",https://m.media-amazon.com/images/I/31UvKDYc8yL._SX300_SY300_.jpg,₹799,"ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone Up to 60 Hours Playback, Wired Mode, USB-C Type Charging(Black)"
" Crystal-clear calls: HD mic & TruTalk AI-ENC technology that aims to improve call quality by automatic background noise reduction on voice calls | 13mm Dynamic Drivers deliver Immersive Stereo Sound.  
 Lag-free Connection: Advanced Bluetooth v5.3 with 1-Step Pairing, 10 meters Strong Wireless Connectivity & Dual-Device Pairing. 50ms low-latency modes for seamless movie and music streaming.  
 All-day Entertainment: Massive 45-hour Battery Life lets you listen Non-stop | Lightweight wireless neckband with Flexible band, Multifunction Music/Call controls, & Instant Access to Voice Assistant  
 Ergonomic In-ear Magnetic Earbuds Minimises External Noises for an Uninterrupted Listening session | Type-C Fast Charging Port DC5V-1A | IPX5 Water & Sweat Resistance  
 S/M/L Size Silicone Eartips for Comfort & Secure fit experience | 1-Year Manufacturer Warranty from the date of purchase on Manufacturing defects only  ",https://m.media-amazon.com/images/I/31iZsBB5B4L._SX300_SY300_QL70_FMwebp_.jpg,₹699,"pTron Newly Launched Tangent Eon in-Ear Bluetooth 5.3 Wireless Headphones, 45H Playtime, HD Mic & TruTalk AI-ENC Calls, Movie/Music Modes, Dual Device Pairing & Type-C Fast Charging & IPX5 (Black)"
